"ID";"RegioS";"Perioden";"GemiddeldeVerkoopprijs_1"
"15799";"GM0599";"2018JJ00";"  256793"
"15800";"GM0599";"2019JJ00";"  282910"
"15801";"GM0599";"2020JJ00";"  307358"
"15802";"GM0599";"2021JJ00";"  364018"
"15803";"GM0599";"2022JJ00";"  397864"
"15804";"GM0599";"2023JJ00";"  383652"
"15805";"GM0600";"1995JJ00";"   71259"
"15806";"GM0600";"1996JJ00";"   81246"
"15807";"GM0600";"1997JJ00";"   87124"
"15808";"GM0600";"1998JJ00";"   88887"
"15809";"GM0600";"1999JJ00";"  101122"
"15810";"GM0600";"2000JJ00";"  105113"
"15811";"GM0600";"2001JJ00";"  124068"
"15812";"GM0600";"2002JJ00";"  133881"
"15813";"GM0600";"2003JJ00";"  155954"
"15814";"GM0600";"2004JJ00";"  146285"
"15815";"GM0600";"2005JJ00";"  160523"
"15816";"GM0600";"2006JJ00";"  173734"
"15817";"GM0600";"2007JJ00";"  172023"
"15818";"GM0600";"2008JJ00";"  176658"
"15819";"GM0600";"2009JJ00";"  166678"
"15820";"GM0600";"2010JJ00";"  209109"
"15821";"GM0600";"2011JJ00";""
"15822";"GM0600";"2012JJ00";""
"15823";"GM0600";"2013JJ00";""
"15824";"GM0600";"2014JJ00";""
"15825";"GM0600";"2015JJ00";""
"15826";"GM0600";"2016JJ00";""
"15827";"GM0600";"2017JJ00";""
"15828";"GM0600";"2018JJ00";""
"15829";"GM0600";"2019JJ00";""
"15830";"GM0600";"2020JJ00";""
"15831";"GM0600";"2021JJ00";""
"15832";"GM0600";"2022JJ00";""
"15833";"GM0600";"2023JJ00";""
"15834";"GM0277";"1995JJ00";"  173798"
"15835";"GM0277";"1996JJ00";"  188234"
"15836";"GM0277";"1997JJ00";"  188206"
"15837";"GM0277";"1998JJ00";"  290003"
"15838";"GM0277";"1999JJ00";"  331895"
"15839";"GM0277";"2000JJ00";"  420499"
"15840";"GM0277";"2001JJ00";"  413694"
"15841";"GM0277";"2002JJ00";"  541859"
"15842";"GM0277";"2003JJ00";"  492417"
"15843";"GM0277";"2004JJ00";"  450966"
"15844";"GM0277";"2005JJ00";"  514280"
"15845";"GM0277";"2006JJ00";"  457549"
"15846";"GM0277";"2007JJ00";"  494093"
"15847";"GM0277";"2008JJ00";"  467602"
"15848";"GM0277";"2009JJ00";"  534608"
"15849";"GM0277";"2010JJ00";"  479462"
"15850";"GM0277";"2011JJ00";"  485000"
"15851";"GM0277";"2012JJ00";"  510917"
"15852";"GM0277";"2013JJ00";"  464078"
"15853";"GM0277";"2014JJ00";"  451176"
"15854";"GM0277";"2015JJ00";"  493857"
"15855";"GM0277";"2016JJ00";"  543634"
"15856";"GM0277";"2017JJ00";"  421245"
"15857";"GM0277";"2018JJ00";"  505222"
"15858";"GM0277";"2019JJ00";"  667428"
"15859";"GM0277";"2020JJ00";"  610553"
"15860";"GM0277";"2021JJ00";"  796088"
"15861";"GM0277";"2022JJ00";"  743500"
"15862";"GM0277";"2023JJ00";"  739742"
"15863";"GM0840";"1995JJ00";"  108262"
"15864";"GM0840";"1996JJ00";"  122627"
"15865";"GM0840";"1997JJ00";"  137400"
"15866";"GM0840";"1998JJ00";"  140223"
"15867";"GM0840";"1999JJ00";"  169614"
"15868";"GM0840";"2000JJ00";"  188783"
"15869";"GM0840";"2001JJ00";"  203751"
"15870";"GM0840";"2002JJ00";"  228242"
"15871";"GM0840";"2003JJ00";"  240937"
"15872";"GM0840";"2004JJ00";"  261054"
"15873";"GM0840";"2005JJ00";"  271298"
"15874";"GM0840";"2006JJ00";"  277195"
"15875";"GM0840";"2007JJ00";"  290979"
"15876";"GM0840";"2008JJ00";"  248882"
"15877";"GM0840";"2009JJ00";"  247820"
"15878";"GM0840";"2010JJ00";"  235002"
"15879";"GM0840";"2011JJ00";"  250508"
"15880";"GM0840";"2012JJ00";"  224249"
"15881";"GM0840";"2013JJ00";"  237951"
"15882";"GM0840";"2014JJ00";"  220983"
"15883";"GM0840";"2015JJ00";"  226572"
"15884";"GM0840";"2016JJ00";"  240829"
"15885";"GM0840";"2017JJ00";"  266644"
"15886";"GM0840";"2018JJ00";"  286124"
"15887";"GM0840";"2019JJ00";"  290092"
"15888";"GM0840";"2020JJ00";"  314850"
"15889";"GM0840";"2021JJ00";"  379681"
"15890";"GM0840";"2022JJ00";"  441299"
"15891";"GM0840";"2023JJ00";"  428608"
"15892";"GM0127";"1995JJ00";"   83387"
"15893";"GM0127";"1996JJ00";"   97779"
"15894";"GM0127";"1997JJ00";"  109263"
"15895";"GM0127";"1998JJ00";""
"15896";"GM0127";"1999JJ00";""
"15897";"GM0127";"2000JJ00";""
"15898";"GM0127";"2001JJ00";""
"15899";"GM0127";"2002JJ00";""
"15900";"GM0127";"2003JJ00";""
"15901";"GM0127";"2004JJ00";""
"15902";"GM0127";"2005JJ00";""
"15903";"GM0127";"2006JJ00";""
"15904";"GM0127";"2007JJ00";""
"15905";"GM0127";"2008JJ00";""
"15906";"GM0127";"2009JJ00";""
"15907";"GM0127";"2010JJ00";""
"15908";"GM0127";"2011JJ00";""
"15909";"GM0127";"2012JJ00";""
"15910";"GM0127";"2013JJ00";""
"15911";"GM0127";"2014JJ00";""
"15912";"GM0127";"2015JJ00";""
"15913";"GM0127";"2016JJ00";""
"15914";"GM0127";"2017JJ00";""
"15915";"GM0127";"2018JJ00";""
"15916";"GM0127";"2019JJ00";""
"15917";"GM0127";"2020JJ00";""
"15918";"GM0127";"2021JJ00";""
"15919";"GM0127";"2022JJ00";""
"15920";"GM0127";"2023JJ00";""
"15921";"GM0128";"1995JJ00";"   91497"
"15922";"GM0128";"1996JJ00";"  112341"
"15923";"GM0128";"1997JJ00";"  120274"
"15924";"GM0128";"1998JJ00";""
"15925";"GM0128";"1999JJ00";""
"15926";"GM0128";"2000JJ00";""
"15927";"GM0128";"2001JJ00";""
"15928";"GM0128";"2002JJ00";""
"15929";"GM0128";"2003JJ00";""
"15930";"GM0128";"2004JJ00";""
"15931";"GM0128";"2005JJ00";""
"15932";"GM0128";"2006JJ00";""
"15933";"GM0128";"2007JJ00";""
"15934";"GM0128";"2008JJ00";""
"15935";"GM0128";"2009JJ00";""
"15936";"GM0128";"2010JJ00";""
"15937";"GM0128";"2011JJ00";""
"15938";"GM0128";"2012JJ00";""
"15939";"GM0128";"2013JJ00";""
"15940";"GM0128";"2014JJ00";""
"15941";"GM0128";"2015JJ00";""
"15942";"GM0128";"2016JJ00";""
"15943";"GM0128";"2017JJ00";""
"15944";"GM0128";"2018JJ00";""
"15945";"GM0128";"2019JJ00";""
"15946";"GM0128";"2020JJ00";""
"15947";"GM0128";"2021JJ00";""
"15948";"GM0128";"2022JJ00";""
"15949";"GM0128";"2023JJ00";""
"15950";"GM0278";"1995JJ00";"   94389"
"15951";"GM0278";"1996JJ00";"  115594"
"15952";"GM0278";"1997JJ00";"  125348"
"15953";"GM0278";"1998JJ00";"  121454"
"15954";"GM0278";"1999JJ00";"  155963"
"15955";"GM0278";"2000JJ00";"  187372"
"15956";"GM0278";"2001JJ00";"  233204"
"15957";"GM0278";"2002JJ00";"  219591"
"15958";"GM0278";"2003JJ00";"  251025"
"15959";"GM0278";"2004JJ00";"  289752"
"15960";"GM0278";"2005JJ00";""
"15961";"GM0278";"2006JJ00";""
"15962";"GM0278";"2007JJ00";""
"15963";"GM0278";"2008JJ00";""
"15964";"GM0278";"2009JJ00";""
"15965";"GM0278";"2010JJ00";""
"15966";"GM0278";"2011JJ00";""
"15967";"GM0278";"2012JJ00";""
"15968";"GM0278";"2013JJ00";""
"15969";"GM0278";"2014JJ00";""
"15970";"GM0278";"2015JJ00";""
"15971";"GM0278";"2016JJ00";""
"15972";"GM0278";"2017JJ00";""
"15973";"GM0278";"2018JJ00";""
"15974";"GM0278";"2019JJ00";""
"15975";"GM0278";"2020JJ00";""
"15976";"GM0278";"2021JJ00";""
"15977";"GM0278";"2022JJ00";""
"15978";"GM0278";"2023JJ00";""
"15979";"GM0704";"1995JJ00";"   51116"
"15980";"GM0704";"1996JJ00";"   54334"
"15981";"GM0704";"1997JJ00";"   60463"
"15982";"GM0704";"1998JJ00";"   72549"
"15983";"GM0704";"1999JJ00";"   72419"
"15984";"GM0704";"2000JJ00";"   82992"
"15985";"GM0704";"2001JJ00";"   94089"
"15986";"GM0704";"2002JJ00";"  113899"
"15987";"GM0704";"2003JJ00";""
"15988";"GM0704";"2004JJ00";""
"15989";"GM0704";"2005JJ00";""
"15990";"GM0704";"2006JJ00";""
"15991";"GM0704";"2007JJ00";""
"15992";"GM0704";"2008JJ00";""
"15993";"GM0704";"2009JJ00";""
"15994";"GM0704";"2010JJ00";""
"15995";"GM0704";"2011JJ00";""
"15996";"GM0704";"2012JJ00";""
"15997";"GM0704";"2013JJ00";""
"15998";"GM0704";"2014JJ00";""
"15999";"GM0704";"2015JJ00";""
"16000";"GM0704";"2016JJ00";""
"16001";"GM0704";"2017JJ00";""
"16002";"GM0704";"2018JJ00";""
"16003";"GM0704";"2019JJ00";""
"16004";"GM0704";"2020JJ00";""
"16005";"GM0704";"2021JJ00";""
"16006";"GM0704";"2022JJ00";""
"16007";"GM0704";"2023JJ00";""
"16008";"GM0604";"1995JJ00";"  127064"
"16009";"GM0604";"1996JJ00";"  130481"
"16010";"GM0604";"1997JJ00";"  138246"
"16011";"GM0604";"1998JJ00";"  159038"
"16012";"GM0604";"1999JJ00";"  176200"
"16013";"GM0604";"2000JJ00";"  206701"
"16014";"GM0604";"2001JJ00";"  224704"
"16015";"GM0604";"2002JJ00";"  251893"
"16016";"GM0604";"2003JJ00";"  254206"
"16017";"GM0604";"2004JJ00";"  269094"
"16018";"GM0604";"2005JJ00";"  287992"
"16019";"GM0604";"2006JJ00";""
"16020";"GM0604";"2007JJ00";""
"16021";"GM0604";"2008JJ00";""
"16022";"GM0604";"2009JJ00";""
"16023";"GM0604";"2010JJ00";""
"16024";"GM0604";"2011JJ00";""
"16025";"GM0604";"2012JJ00";""
"16026";"GM0604";"2013JJ00";""
"16027";"GM0604";"2014JJ00";""
"16028";"GM0604";"2015JJ00";""
"16029";"GM0604";"2016JJ00";""
"16030";"GM0604";"2017JJ00";""
"16031";"GM0604";"2018JJ00";""
"16032";"GM0604";"2019JJ00";""
"16033";"GM0604";"2020JJ00";""
"16034";"GM0604";"2021JJ00";""
"16035";"GM0604";"2022JJ00";""
"16036";"GM0604";"2023JJ00";""
"16037";"GM0441";"1995JJ00";"   84887"
"16038";"GM0441";"1996JJ00";"  102052"
"16039";"GM0441";"1997JJ00";"  116805"
"16040";"GM0441";"1998JJ00";"  123899"
"16041";"GM0441";"1999JJ00";"  151902"
"16042";"GM0441";"2000JJ00";"  171669"
"16043";"GM0441";"2001JJ00";"  179206"
"16044";"GM0441";"2002JJ00";"  185521"
"16045";"GM0441";"2003JJ00";"  194872"
"16046";"GM0441";"2004JJ00";"  187295"
"16047";"GM0441";"2005JJ00";"  205419"
"16048";"GM0441";"2006JJ00";"  217644"
"16049";"GM0441";"2007JJ00";"  232765"
"16050";"GM0441";"2008JJ00";"  236941"
"16051";"GM0441";"2009JJ00";"  233162"
"16052";"GM0441";"2010JJ00";"  223618"
"16053";"GM0441";"2011JJ00";"  214546"
"16054";"GM0441";"2012JJ00";"  201348"
"16055";"GM0441";"2013JJ00";"  196970"
"16056";"GM0441";"2014JJ00";"  203986"
"16057";"GM0441";"2015JJ00";"  212112"
"16058";"GM0441";"2016JJ00";"  233547"
"16059";"GM0441";"2017JJ00";"  248430"
"16060";"GM0441";"2018JJ00";"  267918"
"16061";"GM0441";"2019JJ00";"  279396"
"16062";"GM0441";"2020JJ00";"  308046"
"16063";"GM0441";"2021JJ00";"  341486"
"16064";"GM0441";"2022JJ00";"  369153"
"16065";"GM0441";"2023JJ00";"  361248"
"16066";"GM0039";"1995JJ00";"   67723"
"16067";"GM0039";"1996JJ00";"   66778"
"16068";"GM0039";"1997JJ00";"   71837"
"16069";"GM0039";"1998JJ00";"   82173"
"16070";"GM0039";"1999JJ00";"   92225"
"16071";"GM0039";"2000JJ00";"  112076"
"16072";"GM0039";"2001JJ00";"  128545"
"16073";"GM0039";"2002JJ00";"  137127"
"16074";"GM0039";"2003JJ00";"  143150"
"16075";"GM0039";"2004JJ00";"  150265"
"16076";"GM0039";"2005JJ00";"  150103"
"16077";"GM0039";"2006JJ00";"  157255"
"16078";"GM0039";"2007JJ00";"  164047"
"16079";"GM0039";"2008JJ00";"  170286"
"16080";"GM0039";"2009JJ00";"  165230"
"16081";"GM0039";"2010JJ00";""
"16082";"GM0039";"2011JJ00";""
"16083";"GM0039";"2012JJ00";""
"16084";"GM0039";"2013JJ00";""
"16085";"GM0039";"2014JJ00";""
"16086";"GM0039";"2015JJ00";""
"16087";"GM0039";"2016JJ00";""
"16088";"GM0039";"2017JJ00";""
"16089";"GM0039";"2018JJ00";""
"16090";"GM0039";"2019JJ00";""
"16091";"GM0039";"2020JJ00";""
"16092";"GM0039";"2021JJ00";""
"16093";"GM0039";"2022JJ00";""
"16094";"GM0039";"2023JJ00";""
"16095";"GM0458";"1995JJ00";"   90093"
"16096";"GM0458";"1996JJ00";"  109864"
"16097";"GM0458";"1997JJ00";"  135042"
"16098";"GM0458";"1998JJ00";"  158193"
"16099";"GM0458";"1999JJ00";"  173706"
"16100";"GM0458";"2000JJ00";"  227407"
"16101";"GM0458";"2001JJ00";"  275464"
"16102";"GM0458";"2002JJ00";"  245226"
"16103";"GM0458";"2003JJ00";"  239692"
"16104";"GM0458";"2004JJ00";"  278766"
"16105";"GM0458";"2005JJ00";"  251976"
"16106";"GM0458";"2006JJ00";"  275934"
"16107";"GM0458";"2007JJ00";"  287541"
"16108";"GM0458";"2008JJ00";"  303872"
"16109";"GM0458";"2009JJ00";"  295861"
"16110";"GM0458";"2010JJ00";"  294549"
"16111";"GM0458";"2011JJ00";"  276293"
"16112";"GM0458";"2012JJ00";"  233543"
"16113";"GM0458";"2013JJ00";"  254960"
"16114";"GM0458";"2014JJ00";"  205579"
"16115";"GM0458";"2015JJ00";""
"16116";"GM0458";"2016JJ00";""
"16117";"GM0458";"2017JJ00";""
"16118";"GM0458";"2018JJ00";""
"16119";"GM0458";"2019JJ00";""
"16120";"GM0458";"2020JJ00";""
"16121";"GM0458";"2021JJ00";""
"16122";"GM0458";"2022JJ00";""
"16123";"GM0458";"2023JJ00";""
"16124";"GM0279";"1995JJ00";"  106317"
"16125";"GM0279";"1996JJ00";"  122369"
"16126";"GM0279";"1997JJ00";"  137296"
"16127";"GM0279";"1998JJ00";"  161165"
"16128";"GM0279";"1999JJ00";"  190801"
"16129";"GM0279";"2000JJ00";"  218538"
"16130";"GM0279";"2001JJ00";"  225588"
"16131";"GM0279";"2002JJ00";"  250492"
"16132";"GM0279";"2003JJ00";"  245215"
"16133";"GM0279";"2004JJ00";"  247833"
"16134";"GM0279";"2005JJ00";"  256862"
"16135";"GM0279";"2006JJ00";"  269144"
"16136";"GM0279";"2007JJ00";"  280379"
"16137";"GM0279";"2008JJ00";"  276636"
"16138";"GM0279";"2009JJ00";"  253808"
"16139";"GM0279";"2010JJ00";"  300661"
"16140";"GM0279";"2011JJ00";"  242577"
"16141";"GM0279";"2012JJ00";"  261303"
"16142";"GM0279";"2013JJ00";"  238940"
"16143";"GM0279";"2014JJ00";"  249095"
"16144";"GM0279";"2015JJ00";"  255136"
"16145";"GM0279";"2016JJ00";"  249290"
"16146";"GM0279";"2017JJ00";"  263336"
"16147";"GM0279";"2018JJ00";"  299340"
"16148";"GM0279";"2019JJ00";"  319781"
"16149";"GM0279";"2020JJ00";"  339046"
"16150";"GM0279";"2021JJ00";"  424213"
"16151";"GM0279";"2022JJ00";"  476016"
"16152";"GM0279";"2023JJ00";"  445731"
"16153";"GM0606";"1995JJ00";"   68105"
"16154";"GM0606";"1996JJ00";"   75499"
"16155";"GM0606";"1997JJ00";"   79923"
"16156";"GM0606";"1998JJ00";"   89247"
"16157";"GM0606";"1999JJ00";"   95987"
"16158";"GM0606";"2000JJ00";"  112042"
"16159";"GM0606";"2001JJ00";"  128908"
"16160";"GM0606";"2002JJ00";"  134671"
"16161";"GM0606";"2003JJ00";"  140613"
"16162";"GM0606";"2004JJ00";"  152093"
"16163";"GM0606";"2005JJ00";"  156521"
"16164";"GM0606";"2006JJ00";"  157329"
"16165";"GM0606";"2007JJ00";"  163671"
"16166";"GM0606";"2008JJ00";"  169740"
"16167";"GM0606";"2009JJ00";"  163313"
"16168";"GM0606";"2010JJ00";"  157884"
"16169";"GM0606";"2011JJ00";"  160158"
"16170";"GM0606";"2012JJ00";"  150716"
"16171";"GM0606";"2013JJ00";"  144068"
"16172";"GM0606";"2014JJ00";"  149987"
"16173";"GM0606";"2015JJ00";"  156521"
"16174";"GM0606";"2016JJ00";"  157604"
"16175";"GM0606";"2017JJ00";"  164489"
"16176";"GM0606";"2018JJ00";"  193090"
"16177";"GM0606";"2019JJ00";"  220493"
"16178";"GM0606";"2020JJ00";"  233751"
"16179";"GM0606";"2021JJ00";"  279445"
"16180";"GM0606";"2022JJ00";"  317374"
"16181";"GM0606";"2023JJ00";"  312009"
"16182";"GM0088";"1995JJ00";"  129327"
"16183";"GM0088";"1996JJ00";"  146377"
"16184";"GM0088";"1997JJ00";"  130974"
"16185";"GM0088";"1998JJ00";"  120600"
"16186";"GM0088";"1999JJ00";"  186503"
"16187";"GM0088";"2000JJ00";"  222416"
"16188";"GM0088";"2001JJ00";"  182646"
"16189";"GM0088";"2002JJ00";"  255499"
"16190";"GM0088";"2003JJ00";"  222409"
"16191";"GM0088";"2004JJ00";"  317409"
"16192";"GM0088";"2005JJ00";"  250611"
"16193";"GM0088";"2006JJ00";"  292167"
"16194";"GM0088";"2007JJ00";"  320379"
"16195";"GM0088";"2008JJ00";"  337000"
"16196";"GM0088";"2009JJ00";"  267975"
"16197";"GM0088";"2010JJ00";"  361689"
"16198";"GM0088";"2011JJ00";"  362429"
"16199";"GM0088";"2012JJ00";"  253390"
"16200";"GM0088";"2013JJ00";"  241632"
"16201";"GM0088";"2014JJ00";"  277786"
"16202";"GM0088";"2015JJ00";"  264005"
"16203";"GM0088";"2016JJ00";"  364955"
"16204";"GM0088";"2017JJ00";"  347199"
"16205";"GM0088";"2018JJ00";"  357700"
"16206";"GM0088";"2019JJ00";"  350824"
"16207";"GM0088";"2020JJ00";"  347238"
"16208";"GM0088";"2021JJ00";"  430227"
"16209";"GM0088";"2022JJ00";"  577222"
"16210";"GM0088";"2023JJ00";"  392520"
"16211";"GM0844";"1995JJ00";"   92264"
"16212";"GM0844";"1996JJ00";"  121441"
"16213";"GM0844";"1997JJ00";"  140970"
"16214";"GM0844";"1998JJ00";"  150180"
"16215";"GM0844";"1999JJ00";"  166966"
"16216";"GM0844";"2000JJ00";"  202122"
"16217";"GM0844";"2001JJ00";"  244964"
"16218";"GM0844";"2002JJ00";"  283229"
"16219";"GM0844";"2003JJ00";"  276054"
"16220";"GM0844";"2004JJ00";"  267647"
"16221";"GM0844";"2005JJ00";"  285765"
"16222";"GM0844";"2006JJ00";"  285408"
"16223";"GM0844";"2007JJ00";"  314688"
"16224";"GM0844";"2008JJ00";"  326032"
"16225";"GM0844";"2009JJ00";"  289242"
"16226";"GM0844";"2010JJ00";"  277829"
"16227";"GM0844";"2011JJ00";"  289853"
"16228";"GM0844";"2012JJ00";"  264383"
"16229";"GM0844";"2013JJ00";"  255143"
"16230";"GM0844";"2014JJ00";"  267351"
"16231";"GM0844";"2015JJ00";"  268777"
"16232";"GM0844";"2016JJ00";"  272276"
"16233";"GM0844";"2017JJ00";""
"16234";"GM0844";"2018JJ00";""
"16235";"GM0844";"2019JJ00";""
"16236";"GM0844";"2020JJ00";""
"16237";"GM0844";"2021JJ00";""
"16238";"GM0844";"2022JJ00";""
"16239";"GM0844";"2023JJ00";""
"16240";"GM0962";"1995JJ00";"   94968"
"16241";"GM0962";"1996JJ00";"  115773"
"16242";"GM0962";"1997JJ00";"  118161"
"16243";"GM0962";"1998JJ00";"  133249"
"16244";"GM0962";"1999JJ00";"  156234"
"16245";"GM0962";"2000JJ00";"  184269"
"16246";"GM0962";"2001JJ00";"  179485"
"16247";"GM0962";"2002JJ00";"  192976"
"16248";"GM0962";"2003JJ00";"  205880"
"16249";"GM0962";"2004JJ00";"  198524"
"16250";"GM0962";"2005JJ00";"  200363"
"16251";"GM0962";"2006JJ00";"  217525"
"16252";"GM0962";"2007JJ00";"  237519"
"16253";"GM0962";"2008JJ00";"  222300"
"16254";"GM0962";"2009JJ00";"  190616"
"16255";"GM0962";"2010JJ00";"  194860"
"16256";"GM0962";"2011JJ00";"  223273"
"16257";"GM0962";"2012JJ00";"  198633"
"16258";"GM0962";"2013JJ00";"  179861"
"16259";"GM0962";"2014JJ00";"  183822"
"16260";"GM0962";"2015JJ00";"  193747"
"16261";"GM0962";"2016JJ00";"  197924"
"16262";"GM0962";"2017JJ00";"  219053"
"16263";"GM0962";"2018JJ00";"  233560"
"16264";"GM0962";"2019JJ00";""
"16265";"GM0962";"2020JJ00";""
"16266";"GM0962";"2021JJ00";""
"16267";"GM0962";"2022JJ00";""
"16268";"GM0962";"2023JJ00";""
"16269";"GM0607";"1995JJ00";"  109414"
"16270";"GM0607";"1996JJ00";"  125277"
"16271";"GM0607";"1997JJ00";"  146361"
"16272";"GM0607";"1998JJ00";"  148429"
"16273";"GM0607";"1999JJ00";"  199987"
"16274";"GM0607";"2000JJ00";"  178843"
"16275";"GM0607";"2001JJ00";"  243721"
"16276";"GM0607";"2002JJ00";"  239549"
"16277";"GM0607";"2003JJ00";"  240754"
"16278";"GM0607";"2004JJ00";""
"16279";"GM0607";"2005JJ00";""
"16280";"GM0607";"2006JJ00";""
"16281";"GM0607";"2007JJ00";""
"16282";"GM0607";"2008JJ00";""
"16283";"GM0607";"2009JJ00";""
"16284";"GM0607";"2010JJ00";""
"16285";"GM0607";"2011JJ00";""
"16286";"GM0607";"2012JJ00";""
"16287";"GM0607";"2013JJ00";""
"16288";"GM0607";"2014JJ00";""
"16289";"GM0607";"2015JJ00";""
"16290";"GM0607";"2016JJ00";""
"16291";"GM0607";"2017JJ00";""
"16292";"GM0607";"2018JJ00";""
"16293";"GM0607";"2019JJ00";""
"16294";"GM0607";"2020JJ00";""
"16295";"GM0607";"2021JJ00";""
"16296";"GM0607";"2022JJ00";""
"16297";"GM0607";"2023JJ00";""
"16298";"GM0129";"1995JJ00";"   76696"
"16299";"GM0129";"1996JJ00";"   82998"
"16300";"GM0129";"1997JJ00";"   86089"
"16301";"GM0129";"1998JJ00";""
"16302";"GM0129";"1999JJ00";""
"16303";"GM0129";"2000JJ00";""
"16304";"GM0129";"2001JJ00";""
"16305";"GM0129";"2002JJ00";""
"16306";"GM0129";"2003JJ00";""
"16307";"GM0129";"2004JJ00";""
"16308";"GM0129";"2005JJ00";""
"16309";"GM0129";"2006JJ00";""
"16310";"GM0129";"2007JJ00";""
"16311";"GM0129";"2008JJ00";""
"16312";"GM0129";"2009JJ00";""
"16313";"GM0129";"2010JJ00";""
"16314";"GM0129";"2011JJ00";""
"16315";"GM0129";"2012JJ00";""
"16316";"GM0129";"2013JJ00";""
"16317";"GM0129";"2014JJ00";""
"16318";"GM0129";"2015JJ00";""
"16319";"GM0129";"2016JJ00";""
"16320";"GM0129";"2017JJ00";""
"16321";"GM0129";"2018JJ00";""
"16322";"GM0129";"2019JJ00";""
"16323";"GM0129";"2020JJ00";""
"16324";"GM0129";"2021JJ00";""
"16325";"GM0129";"2022JJ00";""
"16326";"GM0129";"2023JJ00";""
"16327";"GM0608";"1995JJ00";"   93944"
"16328";"GM0608";"1996JJ00";"  102921"
"16329";"GM0608";"1997JJ00";"  114074"
"16330";"GM0608";"1998JJ00";"  130585"
"16331";"GM0608";"1999JJ00";"  144337"
"16332";"GM0608";"2000JJ00";"  179342"
"16333";"GM0608";"2001JJ00";"  191956"
"16334";"GM0608";"2002JJ00";"  173549"
"16335";"GM0608";"2003JJ00";"  210724"
"16336";"GM0608";"2004JJ00";"  215006"
"16337";"GM0608";"2005JJ00";"  233153"
"16338";"GM0608";"2006JJ00";"  253656"
"16339";"GM0608";"2007JJ00";"  250345"
"16340";"GM0608";"2008JJ00";"  255154"
"16341";"GM0608";"2009JJ00";"  229191"
"16342";"GM0608";"2010JJ00";"  247414"
"16343";"GM0608";"2011JJ00";"  239573"
"16344";"GM0608";"2012JJ00";"  200880"
"16345";"GM0608";"2013JJ00";"  215498"
"16346";"GM0608";"2014JJ00";"  211229"
"16347";"GM0608";"2015JJ00";""
"16348";"GM0608";"2016JJ00";""
"16349";"GM0608";"2017JJ00";""
"16350";"GM0608";"2018JJ00";""
"16351";"GM0608";"2019JJ00";""
"16352";"GM0608";"2020JJ00";""
"16353";"GM0608";"2021JJ00";""
"16354";"GM0608";"2022JJ00";""
"16355";"GM0608";"2023JJ00";""
"16356";"GM0444";"1995JJ00";"  127220"
"16357";"GM0444";"1996JJ00";"  167525"
"16358";"GM0444";"1997JJ00";"  159811"
"16359";"GM0444";"1998JJ00";"  208250"
"16360";"GM0444";"1999JJ00";"  230775"
"16361";"GM0444";"2000JJ00";"  297557"
"16362";"GM0444";"2001JJ00";""
"16363";"GM0444";"2002JJ00";""
"16364";"GM0444";"2003JJ00";""
"16365";"GM0444";"2004JJ00";""
"16366";"GM0444";"2005JJ00";""
"16367";"GM0444";"2006JJ00";""
"16368";"GM0444";"2007JJ00";""
"16369";"GM0444";"2008JJ00";""
"16370";"GM0444";"2009JJ00";""
"16371";"GM0444";"2010JJ00";""
"16372";"GM0444";"2011JJ00";""
"16373";"GM0444";"2012JJ00";""
"16374";"GM0444";"2013JJ00";""
"16375";"GM0444";"2014JJ00";""
"16376";"GM0444";"2015JJ00";""
"16377";"GM0444";"2016JJ00";""
"16378";"GM0444";"2017JJ00";""
"16379";"GM0444";"2018JJ00";""
"16380";"GM0444";"2019JJ00";""
"16381";"GM0444";"2020JJ00";""
"16382";"GM0444";"2021JJ00";""
"16383";"GM0444";"2022JJ00";""
"16384";"GM0444";"2023JJ00";""
"16385";"GM1676";"1995JJ00";""
"16386";"GM1676";"1996JJ00";""
"16387";"GM1676";"1997JJ00";"  115308"
"16388";"GM1676";"1998JJ00";"  122105"
"16389";"GM1676";"1999JJ00";"  143551"
"16390";"GM1676";"2000JJ00";"  179853"
"16391";"GM1676";"2001JJ00";"  202561"
"16392";"GM1676";"2002JJ00";"  203503"
"16393";"GM1676";"2003JJ00";"  219699"
"16394";"GM1676";"2004JJ00";"  229931"
"16395";"GM1676";"2005JJ00";"  240564"
"16396";"GM1676";"2006JJ00";"  263144"
"16397";"GM1676";"2007JJ00";"  261914"
"16398";"GM1676";"2008JJ00";"  274681"
"16399";"GM1676";"2009JJ00";"  236563"
"16400";"GM1676";"2010JJ00";"  244986"
"16401";"GM1676";"2011JJ00";"  250581"
"16402";"GM1676";"2012JJ00";"  219542"
"16403";"GM1676";"2013JJ00";"  231864"
"16404";"GM1676";"2014JJ00";"  225094"
"16405";"GM1676";"2015JJ00";"  229608"
"16406";"GM1676";"2016JJ00";"  250663"
"16407";"GM1676";"2017JJ00";"  260533"
"16408";"GM1676";"2018JJ00";"  273967"
"16409";"GM1676";"2019JJ00";"  303163"
"16410";"GM1676";"2020JJ00";"  316192"
"16411";"GM1676";"2021JJ00";"  371398"
"16412";"GM1676";"2022JJ00";"  439931"
"16413";"GM1676";"2023JJ00";"  426422"
"16414";"GM0964";"1995JJ00";"  109816"
"16415";"GM0964";"1996JJ00";"  102885"
"16416";"GM0964";"1997JJ00";"  114926"
"16417";"GM0964";"1998JJ00";"  124074"
"16418";"GM0964";"1999JJ00";"  151421"
"16419";"GM0964";"2000JJ00";"  188244"
